codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-390,2019-02-18,07:40,Fevereiro,segunda-feira,abalroamento,R.XV de Novembro,,"veículo,veículo","Automóvel,Automóvel",masc.,55,0,0,0,1,,Asfalto,295,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65572535,-26.90909329,R.XV de Novembro-R.Alm.Tamandaré,295,277,-48.65575964508076,-26.908935045980886,
2019-504,2019-03-01,07:40,Março,sexta-feira,abalroamento,R.XV de Novembro,,"veículo,veículo","Automóvel,Caminhão",fem.,30,0,0,0,1,,Asfalto,295,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65584988,-26.90848536,R.XV de Novembro-R.Alm.Tamandaré,295,277,-48.65575964508076,-26.908935045980886,
2019-558,2019-03-08,15:30,Março,sexta-feira,colisão,R.Olímpio Miranda Júnior,R.XV de Novembro,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","63,39",0,0,0,1,,Asfalto,297,13,10,295,"13,2","9,6",Centro,Área Urbana,-48.65633577,-26.90649483,R.Olímpio Miranda Júnior-R.XV de Novembro,297,295,-48.65640753790102,-26.906463922201496,
2019-447,2019-02-24,19:10,Fevereiro,domingo,colisão,R.Ver.Telêmaco de Oliveira,R.Sebastião Romeu Soares,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","31,55",0,0,0,1,,Asfalto,1095,12,8,1110,10,7,Cordeiros,Área Urbana,-48.7004612,-26.88340369,R.Sebastião Romeu Soares-R.Ver.Telêmaco de Oliveira,1110,1095,-48.70044672627369,-26.883374311478626,
2019-345,2019-02-12,13:30,Fevereiro,terça-feira,colisão,R.Juvêncio Tavares D'Amaral,R.Augusto Luiz Voigi,"veículo,veículo","Automóvel,Automóvel",fem.,37,0,0,0,1,,Asfalto,763,"12,4","6,5",762,"7,5","5,5",Cabeçudas,Área Urbana,-48.63482752,-26.9251086,R.Augusto Luiz Voigi-R.Juvêncio Tavares D'Amaral,762,763,-48.634713260678616,-26.925255745349855,
2019-666-667,2019-03-18,18:30,Março,segunda-feira,colisão,R.Ver.Telêmaco de Oliveira,R.Eduvigens Theodoro da Cunha,"veículo,veículo","Motoneta,Automóvel","masc.,fem.","19,25",0,1,0,1,,Asfalto,1095,12,8,1185,10,7,Cordeiros,Área Urbana,-48.70062007,-26.88574691,R.Eduvigens Theodoro da Cunha-R.Ver.Telêmaco de Oliveira,1185,1095,-48.70058072231049,-26.88574069128718,
2019-175,2019-01-23,15:40,Janeiro,quarta-feira,colisão,R.Pedro Cristiano de Miranda,,"veículo,veículo","Motocicleta,Camioneta","masc.,fem.","24,39",0,1,0,1,,Asfalto,48,13,7,NA,,,São Vicente,Área Urbana,-48.69498705,-26.9075299,R.Dom Jaime de Barros Câmara-R.Dom Jaime de Barros Câmara,102,102,-48.694870853554484,-26.907291869167157,
2019-912,2019-04-17,11:40,Abril,quarta-feira,colisão,R.Pedro Cristiano de Miranda,R.Dom Jaime de Barros Câmara,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","37,19",0,0,0,1,,Asfalto,48,13,7,102,11,7,São Vicente,Área Urbana,-48.69492019,-26.90731348,R.Dom Jaime de Barros Câmara-R.Dom Jaime de Barros Câmara,102,102,-48.694870853554484,-26.907291869167157,
2019-460,2019-02-25,20:30,Fevereiro,segunda-feira,colisão,R.Paulo Herbst,,"veículo,veículo","Camioneta,Automóvel",fem.,35,0,0,0,1,,Paralelepípedo,766,7,5,NA,,,Cabeçudas,Área Urbana,-48.63254796,-26.92888539,R.Juvêncio Tavares D'Amaral-R.Paulo Herbst,763,766,-48.63221246182834,-26.928645801461855,
2019-879,2019-04-12,15:50,Abril,sexta-feira,colisão,R.Mar.Floriano Peixoto,,"veículo,veículo","Caminhonete,Automóvel",masc.,22,0,0,0,1,,Asfalto,754,8,6,NA,,,Cabeçudas,Área Urbana,-48.63359077,-26.92820914,R.Quintino Bocaiuva-R.Mar.Floriano Peixoto,758,754,-48.63362803497548,-26.928123361381335,
2019-142,2019-01-21,13:21,Janeiro,segunda-feira,colisão,R.Armando de Amorim,,"veículo,ciclista",Automóvel,"fem.,masc.","25,16",0,1,0,1,,Lajota,1146,12,8,NA,,,Cordeiros,Área Urbana,-48.6960428,-26.8941605,R.Antônio Müller Reis-R.Armando de Amorim,1145,1146,-48.69599794470831,-26.8940167818613,
2019-445,2019-02-23,17:10,Fevereiro,sábado,colisão,R.Sebastião Romeu Soares,R.Américo Meinicke,"veículo,veículo","Automóvel,Automóvel",masc.,37,0,0,0,1,,Misto (Asfalto/Lajota),1110,10,7,1102,10,7,Cordeiros,Área Urbana,-48.70437013,-26.88320907,R.Américo Meinicke-R.Sebastião Romeu Soares,1102,1110,-48.70411226569212,-26.883190860421745,
2019-305,2019-02-07,12:40,Fevereiro,quinta-feira,choque,Av.Dr.Reinaldo Schmithausen,,veículo,Caminhão_Trator,masc.,53,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.69575632,-26.88482624,Av.Dr.Reinaldo Schmithausen-R.Laudelina Dionísio,1111,1141,-48.695474485576426,-26.88442435469012,
2019-510,2019-03-01,18:00,Março,sexta-feira,engavetamento,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,masc.","67,54",0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.6949592,-26.88408497,Av.Dr.Reinaldo Schmithausen-R.Laudelina Dionísio,1111,1141,-48.695474485576426,-26.88442435469012,
2019-737,2019-03-26,18:17,Março,terça-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Motoneta",masc.,37,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.69532615,-26.88444174,Av.Dr.Reinaldo Schmithausen-R.Laudelina Dionísio,1111,1141,-48.695474485576426,-26.88442435469012,
2019-996,2019-04-26,20:45,Abril,sexta-feira,abalroamento,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo,veículo","Caminhão_Trator,Semireboque,Automóvel","masc.,masc.,masc.","52,52,40",0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.69507808,-26.88399985,Av.Dr.Reinaldo Schmithausen-R.Laudelina Dionísio,1111,1141,-48.695474485576426,-26.88442435469012,
2019-412,2019-02-19,07:30,Fevereiro,terça-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Galdino de Borba,"ciclista,veículo",Automóvel,masc.,18,0,1,0,0,compartilhado,Asfalto,1111,27,14,1139,9,6,Cordeiros,Área Urbana,-48.69629377,-26.88513717,Av.Dr.Reinaldo Schmithausen-R.Galdino de Borba,1111,1139,-48.69647671752416,-26.88523818591405,
2019-369,2019-02-15,10:00,Fevereiro,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Automóvel,Automóvel",masc.,64,0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.69131131,-26.88489854,Av.Dr.Reinaldo Schmithausen-R.Jovito Anacleto,1111,1116,-48.691575521095366,-26.88460836567134,
2019-647,2019-03-13,13:00,Março,quarta-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo","Motoneta,Automóvel","masc.,masc.","29,35",0,1,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.6919502,-26.88411399,Av.Dr.Reinaldo Schmithausen-R.Jovito Anacleto,1111,1116,-48.691575521095366,-26.88460836567134,
2019-906/936,2019-04-16,11:35,Abril,terça-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Jovito Anacleto,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Semireboque","masc.,masc.","28,45",0,1,0,1,compartilhado,Asfalto,1111,27,14,1116,10,7,Cordeiros,Área Urbana,-48.69162675,-26.88479003,Av.Dr.Reinaldo Schmithausen-R.Jovito Anacleto,1111,1116,-48.691575521095366,-26.88460836567134,
2019-322,2019-02-08,19:00,Fevereiro,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Christiane do Nascimento,"veículo,veículo","Automóvel,Automóvel",masc.,35,0,0,0,1,compartilhado,Asfalto,1111,27,14,1092,12,8,Cordeiros,Área Urbana,-48.69881969,-26.88683605,Av.Dr.Reinaldo Schmithausen-R.César Stamm,1111,1093,-48.69831510006073,-26.886620627194116,
2019-383,2019-02-17,15:30,Fevereiro,domingo,colisão,Av.Dr.Reinaldo Schmithausen,Av.Independência,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","25,34",0,0,0,1,compartilhado,Asfalto,1111,27,14,1161,18,10,Cordeiros,Área Urbana,-48.69812039,-26.88651199,Av.Dr.Reinaldo Schmithausen-R.César Stamm,1111,1093,-48.69831510006073,-26.886620627194116,
2019-611,2019-02-28,14:15,Fevereiro,quinta-feira,abalroamento,Av.Dr.Reinaldo Schmithausen,Av.Independência,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Semireboque",masc.,39,0,0,0,1,compartilhado,Asfalto,1111,27,14,1161,18,10,Cordeiros,Área Urbana,-48.69813209,-26.88661608,Av.Dr.Reinaldo Schmithausen-R.César Stamm,1111,1093,-48.69831510006073,-26.886620627194116,
2019-543,2019-03-07,16:49,Março,quinta-feira,colisão,Av.Dr.Reinaldo Schmithausen,Av.Independência,"veículo,veículo","Automóvel,Caminhão",fem.,43,0,0,0,1,compartilhado,Asfalto,1111,27,14,1161,18,10,Cordeiros,Área Urbana,-48.69804859,-26.8865567,Av.Dr.Reinaldo Schmithausen-R.César Stamm,1111,1093,-48.69831510006073,-26.886620627194116,
2019-598,2019-03-13,11:20,Março,quarta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Christiane do Nascimento,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","21,27",0,0,0,1,compartilhado,Asfalto,1111,27,14,1092,12,8,Cordeiros,Área Urbana,-48.69878074,-26.88676487,Av.Dr.Reinaldo Schmithausen-R.César Stamm,1111,1093,-48.69831510006073,-26.886620627194116,
2019-256,2019-02-01,21:05,Fevereiro,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Reinoldo Pollheim,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","30,21",0,0,0,1,compartilhado,Asfalto,1111,27,14,1508,0,0,Cordeiros,Área Urbana,-48.69722724,-26.88568146,Av.Dr.Reinaldo Schmithausen-R.Luiz José Medeiros,1111,1086,-48.697079719503506,-26.885673673412004,
2019-605,2019-03-09,07:05,Março,sábado,colisão,R.Luiz José Medeiros,R.Zulmira Leopoldina Machado,"veículo,ciclista",Motocicleta,masc.,20,0,1,0,1,,Asfalto,1086,11,7,1078,11,7,Cordeiros,Área Urbana,-48.69680734,-26.8786752,R.Luiz José Medeiros-R.Zulmira Leopoldina Machado,1086,1078,-48.69681462774321,-26.878627881036095,
2019-02,2019-01-01,19:30,Janeiro,terça-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Gustavo Bernedet,"veículo,veículo","Automóvel,Automóvel",masc.,56,0,0,0,1,compartilhado,Asfalto,1111,27,14,1164,15,9,Cordeiros,Área Urbana,-48.70010275,-26.88780045,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-118,2019-01-17,07:05,Janeiro,quinta-feira,queda,Av.Dr.Reinaldo Schmithausen,R.Romualdo Sedrez,veículo,Motocicleta,masc.,21,0,1,0,1,compartilhado,Asfalto,1111,27,14,1163,10,7,Cordeiros,Área Urbana,-48.69942396,-26.88752481,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-166,2019-01-23,19:15,Janeiro,quarta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Gustavo Bernedet,"veículo,veículo","Automóvel,Motoneta","masc.,masc.","43,19",0,1,0,1,compartilhado,Asfalto,1111,27,14,1164,15,9,Cordeiros,Área Urbana,-48.70011391,-26.88781037,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-372/396,2019-02-15,15:40,Fevereiro,sexta-feira,colisão,Av.Dr.Reinaldo Schmithausen,,"veículo,veículo,veículo","Caminhonete,Caminhão Trator,Semireboque","fem.,masc.,masc.","40,42,42",0,0,0,1,compartilhado,Asfalto,1111,27,14,NA,,,Cordeiros,Área Urbana,-48.70026509,-26.88769463,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-476,2019-02-25,13:30,Fevereiro,segunda-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Gustavo Bernedet,"veículo,veículo,veículo","Camioneta,Caminhão Trator,Semireboque","masc.,masc.,masc.","51,50,50",0,0,0,1,compartilhado,Asfalto,1111,27,14,1164,15,9,Cordeiros,Área Urbana,-48.70008531,-26.88775271,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-773,2019-03-28,16:30,Março,quinta-feira,colisão,Av.Dr.Reinaldo Schmithausen,R.Ver.Telêmaco de Oliveira,"veículo,veículo","Automóvel,Motoneta","fem.,masc.","35,30",0,1,0,1,compartilhado,Asfalto,1111,27,14,1095,12,8,Cordeiros,Área Urbana,-48.70064259,-26.88766374,Av.Dr.Reinaldo Schmithausen-R.Luiz da Silva,1111,1096,-48.70006113609883,-26.887677054017843,
2019-294,2019-02-08,15:50,Fevereiro,sexta-feira,colisão,R.Brusque,,"ciclista,veículo",Automóvel,"masc.,fem.","50,21",0,0,0,1,,Asfalto,268,"13,2","9,6",NA,,,Vila Operária,Área Urbana,-48.6696034,-26.91591784,R.Brusque-R.Pedro José João,268,269,-48.669394406777485,-26.915725838293515,
2019-430,2019-02-21,16:08,Fevereiro,quinta-feira,colisão,R.Francisco de Paula Seara,Av.José Eugênio Muller,"veículo,veículo","Ônibus,Automóvel",masc.,39,0,0,0,1,,Asfalto,486,11,8,262,15,11,São Judas,Área Urbana,-48.67107608,-26.91622621,Av.José Eugênio Muller-R.Francisco de Paula Seara,262,486,-48.671024862164316,-26.91622597300619,
2019-616,2019-03-15,12:10,Março,sexta-feira,colisão,Av.Joca Brandão,R.Uruguai,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","18,42",0,0,0,1,,Asfalto,264,"26,4","20,4",266,"13,2","9,6",Centro,Área Urbana,-48.66128093,-26.91314398,Av.Joca Brandão-R.Uruguai,264,266,-48.66156216163416,-26.912844406493498,
2019-676,2019-03-20,15:35,Março,quarta-feira,colisão,Av.Joca Brandão,,"veículo,veículo","Automóvel,Automóvel",fem.,30,0,0,0,1,,Asfalto,264,"26,4","20,4",NA,,,Centro,Área Urbana,-48.66095674,-26.91280039,Av.Joca Brandão-R.Uruguai,264,266,-48.66156216163416,-26.912844406493498,
2019-86,2019-01-12,10:00,Janeiro,sábado,"choque - fio,outros",Av.Joca Brandão,Av.7 de Setembro,veículo,Automóvel,fem.,41,0,0,0,1,,Asfalto,264,"26,4","20,4",276,18,12,Centro,Área Urbana,-48.65727851,-26.911634,Av.Joca Brandão-Av.Joca Brandão,264,264,-48.65727776707572,-26.91157987274606,
2019-544,2019-03-07,19:00,Março,quinta-feira,colisão,Av.Joca Brandão,,"veículo,veículo","Automóvel,Automóvel",masc.,52,0,0,0,1,,Asfalto,264,"26,4","20,4",NA,,,Centro,Área Urbana,-48.65801217,-26.91193128,Av.Joca Brandão-Av.Joca Brandão,264,264,-48.65727776707572,-26.91157987274606,
2019-580,2019-03-11,21:15,Março,segunda-feira,colisão,Av.Joca Brandão,Av.7 de Setembro,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","63,35",0,0,0,1,,Asfalto,264,"26,4","20,4",276,18,12,Centro,Área Urbana,-48.6572905,-26.91167758,Av.Joca Brandão-Av.Joca Brandão,264,264,-48.65727776707572,-26.91157987274606,
2019-777,2019-04-01,11:20,Abril,segunda-feira,colisão,Av.7 de Setembro,Av.Joca Brandão,"veículo,veículo","Automóvel,Automóvel",fem.,25,0,0,0,1,,Asfalto,276,18,12,264,"26,4","20,4",Fazenda,Área Urbana,-48.65716806,-26.911656,Av.Joca Brandão-Av.Joca Brandão,264,264,-48.65727776707572,-26.91157987274606,
2019-138,2019-01-21,08:00,Janeiro,segunda-feira,colisão,R.Alberto Werner,Av.Irineu Bornhausen,"veículo,veículo","Automóvel,Automóvel",masc.,42,0,0,0,1,,Asfalto,163,"13,2","9,2",161,15,9,Vila Operária,Área Urbana,-48.6687054,-26.90268243,Av.Irineu Bornhausen-Av.Irineu Bornhausen,161,161,-48.66873365571208,-26.902613300650444,
2019-278,2019-02-04,15:00,Fevereiro,segunda-feira,colisão,R.Alberto Werner,Av.Irineu Bornhausen,"veículo,veículo","Automóvel,Caminhão",masc.,40,0,0,0,1,,Asfalto,163,"13,2","9,2",161,15,9,Vila Operária,Área Urbana,-48.66871304,-26.90266631,Av.Irineu Bornhausen-Av.Irineu Bornhausen,161,161,-48.66873365571208,-26.902613300650444,
2019-335,2019-02-11,09:20,Fevereiro,segunda-feira,colisão,Av.Irineu Bornhausen,R.Alberto Werner,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,fem.,fem.","50,21,40",0,0,0,1,,Asfalto,161,15,9,163,"13,2","9,2",Centro,Área Urbana,-48.66875875,-26.90267944,Av.Irineu Bornhausen-Av.Irineu Bornhausen,161,161,-48.66873365571208,-26.902613300650444,
2019-148,2019-01-21,16:00,Janeiro,segunda-feira,choque,R.José Francisco Reis,Av.Lauro José Pereira,"veículo,veículo","Ônibus,Automóvel","masc.,masc.","39,65",0,0,0,1,,Lajota,1318,10,7,1327,18,14,Santa Regina,Zona Rural/Urbana (limite perímetro urbano),-48.74789731,-26.87231472,R.José Francisco Reis-Av.Lauro José Pereira,1318,1327,-48.74783194159381,-26.872351928596004,
2019-837,2019-04-05,12:45,Abril,sexta-feira,tombamento,R.Joaquim Geraldino de Bittencourt,,"veículo,veículo,veículo","Caminhão_Trator,Semireboque,Semireboque","masc.,masc.,masc.","57,57,57",0,0,0,1,,Asfalto,1308,10,7,NA,,,Santa Regina,Zona Rural/Urbana (limite perímetro urbano),-48.73768555,-26.85359653,R.Insp.Othon José Nogueira-R.Joaquim Geraldino de Bittencourt,1309,1308,-48.73775819261435,-26.853655882824977,
2019-84,2019-01-11,11:00,Janeiro,sexta-feira,choque - poste,R.Pedro Angioletti,R.Mineral,veículo,Camioneta,masc.,57,0,0,0,1,,Sem Pavimento,1265,10,7,1251,11,7,Limoeiro,Zona Rural(localidade),-48.84858348,-27.03773294,R.Mineral-R.Pedro Angioletti,1251,1265,-48.848594028940674,-27.037669383931735,
2019-267,2019-02-02,11:00,Fevereiro,sábado,colisão,R.Vitória,Trav.Recife,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","46,24",0,0,0,1,,Lajota,1214,10,6,1211,10,7,Cordeiros,Área Urbana,-48.70160338,-26.89801821,Trav.Recife-R.Vitória,1211,1214,-48.70162766158671,-26.898029430992047,
2019-863,2019-04-09,15:55,Abril,terça-feira,queda,R.Rosa Orsi Dalcóquio,,veículo,Motocicleta,masc.,36,0,0,0,1,,Asfalto,1182,15,7,NA,,,Cordeiros,Área Urbana,-48.71042339,-26.89381745,R.Rosa Orsi Dalcóquio-R.Francisco Reis,1182,1177,-48.71104793727061,-26.893928418574387,
2019-757,2019-03-28,19:30,Março,quinta-feira,colisão,R.Agostinho Alves Ramos,Av.Brasília,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","fem.,fem.,masc.","46,30,47",0,0,0,1,ciclovia,Asfalto,1173,"20,4","15,4",1207,18,10,Cordeiros,Área Urbana,-48.69832301,-26.89889574,R.Agostinho Alves Ramos-Av.Brasília,1173,1207,-48.69852250396496,-26.89913916486253,
2019-828,2019-04-05,20:30,Abril,sexta-feira,colisão,Av.Mário Uriarte,,"veículo,veículo","Automóvel,Automóvel",masc.,20,0,0,0,1,,Asfalto,1178,30,24,NA,,,Cordeiros,Área Urbana,-48.69970058,-26.89946813,R.Agostinho Alves Ramos-Av.Brasília,1173,1207,-48.69852250396496,-26.89913916486253,
2019-116,2019-01-16,09:20,Janeiro,quarta-feira,colisão,R.Gustavo Bernedet,,"veículo,veículo","Ônibus,Automóvel",masc.,61,0,0,0,1,,Asfalto,1164,15,9,NA,,,Cordeiros,Área Urbana,-48.70019612,-26.88951277,R.Gustavo Bernedet-R.Áurea de Souza,1164,1233,-48.70021390576239,-26.889400553065524,
2019-203,2019-01-28,16:45,Janeiro,segunda-feira,colisão,R.Gustavo Bernedet,R.Eduardo Pessoa Lins,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","78,20",0,1,0,1,,Asfalto,1164,15,9,1232,10,7,Cordeiros,Área Urbana,-48.70029561,-26.89128841,R.Gustavo Bernedet-R.Eduardo Pessoa Lins,1164,1232,-48.700323221952196,-26.89128938024083,
2019-689,2019-03-22,08:40,Março,sexta-feira,colisão,Av.Irineu Bornhausen,R.Stringari,"veículo,veículo","Automóvel,Motoneta","fem.,fem.","23,22",0,0,0,1,,Asfalto,161,15,9,188,10,6,Centro,Área Urbana,-48.6744622,-26.89736697,R.José Cândido-Av.Irineu Bornhausen,190,161,-48.674224032453544,-26.89786674639488,
2019-706,2019-03-23,12:25,Março,sábado,colisão,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","51,38",0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67419184,-26.8978815,R.José Cândido-Av.Irineu Bornhausen,190,161,-48.674224032453544,-26.89786674639488,
2019-728,2019-03-25,18:15,Março,segunda-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","32,43",0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67432487,-26.89788959,R.José Cândido-Av.Irineu Bornhausen,190,161,-48.674224032453544,-26.89786674639488,
2019-881,2019-04-12,18:50,Abril,sexta-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","54,27",0,1,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.6740519,-26.89841663,R.José Cândido-Av.Irineu Bornhausen,190,161,-48.674224032453544,-26.89786674639488,
2019-974,2019-04-24,13:15,Abril,quarta-feira,colisão,R.José Gall,R.Indaial,"veículo,veículo","Motoneta,Automóvel","fem.,masc.","28,22",0,1,0,1,,Asfalto,545,"15,6","9,6",227,17,11,Dom Bosco,Área Urbana,-48.67731954,-26.92148885,R.José Gall-R.José Siqueira,545,543,-48.67739704494496,-26.921565266800787,
2019-177,2019-01-25,10:30,Janeiro,sexta-feira,colisão,Av.Irineu Bornhausen,R.Eugênio José Reichert,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","35,42",0,1,0,1,,Asfalto,161,15,9,175,10,7,Centro,Área Urbana,-48.67539613,-26.89616746,R.Eugênio José Reichert-Av.Irineu Bornhausen,175,161,-48.67542536265779,-26.896188201354377,
2019-948,2019-04-22,15:10,Abril,segunda-feira,abalroamento,Av.Irineu Bornhausen,,"veículo,veículo,veículo","Automóvel,Caminhão Trator,Reboque",masc.,47,0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67530369,-26.89640404,R.Eugênio José Reichert-Av.Irineu Bornhausen,175,161,-48.67542536265779,-26.896188201354377,
2019-143,2019-01-21,14:40,Janeiro,segunda-feira,abalroamento,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Ônibus","masc.,masc.","43,31",0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67778891,-26.89387696,R.Albino Gugelmin-Av.Irineu Bornhausen,158,161,-48.67789131433725,-26.893696289347396,
2019-440,2019-02-23,09:45,Fevereiro,sábado,abalroamento,Av.Irineu Bornhausen,R.Albino Gugelmin,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","66,29",0,0,0,1,,Asfalto,161,15,9,158,10,7,Centro,Área Urbana,-48.67786415,-26.89368688,R.Albino Gugelmin-Av.Irineu Bornhausen,158,161,-48.67789131433725,-26.893696289347396,
2019-599,2019-03-13,14:15,Março,quarta-feira,colisão,R.Albino Gugelmin,Av.Irineu Bornhausen,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","40,25",0,0,0,1,,Lajota,158,10,7,161,15,9,Barra do Rio,Área Urbana,-48.67779948,-26.89369318,R.Albino Gugelmin-Av.Irineu Bornhausen,158,161,-48.67789131433725,-26.893696289347396,
2019-946,2019-04-22,14:40,Abril,segunda-feira,colisão,Av.Irineu Bornhausen,R.Albino Gugelmin,"veículo,veículo","Caminhão,Automóvel","masc.,masc.","36,28",0,0,0,1,,Asfalto,161,15,9,158,10,7,Centro,Área Urbana,-48.67797401,-26.89369606,R.Albino Gugelmin-Av.Irineu Bornhausen,158,161,-48.67789131433725,-26.893696289347396,
2019-869,2019-02-13,06:00,Fevereiro,quarta-feira,colisão,R.Gustavo Bernedet,R.Agostinho Alves Ramos,"veículo,veículo","Motocicleta,Automóvel",masc.,43,0,1,0,1,ciclovia,Asfalto,1164,15,9,1173,"20,4","15,4",Cordeiros,Área Urbana,-48.70079178,-26.90030874,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
2019-614,2019-02-20,20:30,Fevereiro,quarta-feira,queda,R.Agostinho Alves Ramos,,veículo,Motocicleta,masc.,48,0,0,0,1,ciclovia,Asfalto,1173,"20,4","15,4",NA,,,Cordeiros,Área Urbana,-48.70069152,-26.90033942,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
2019-516,2019-03-01,17:20,Março,sexta-feira,colisão,R.Gustavo Bernedet,,"veículo,veículo","Automóvel,Motocicleta",masc.,43,0,0,0,1,,Asfalto,1164,15,9,NA,,,Cordeiros,Área Urbana,-48.70090922,-26.9000294,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
2019-521,2019-03-01,21:01,Março,sexta-feira,colisão,R.Agostinho Alves Ramos,R.Gustavo Bernedet,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","56,21",0,0,0,1,ciclovia,Asfalto,1173,"20,4","15,4",1164,15,9,Cordeiros,Área Urbana,-48.70072181,-26.90028208,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
2019-569,2019-03-11,09:40,Março,segunda-feira,colisão,R.Agostinho Alves Ramos,Av.Campos Novos,"veículo,veículo","Caminhonete,Automóvel","masc.,masc.","40,30",0,0,0,1,ciclovia,Asfalto,1173,"20,4","15,4",37,21,11,Cordeiros,Área Urbana,-48.70070849,-26.90046171,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
2019-596,2019-03-12,14:54,Março,terça-feira,colisão,R.Agostinho Alves Ramos,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","29,56",0,0,0,1,ciclovia,Asfalto,1173,"20,4","15,4",NA,,,Cordeiros,Área Urbana,-48.70075339,-26.90036197,Av.Campos Novos-R.Agostinho Alves Ramos,37,1173,-48.7007879486288,-26.900253119009015,
